time_both,time_semester,time_year,Year,Hgt,Wgt,Smoke,Hand,Sibs,Birth,Exercise,Greek,TV,GPA,Award,Pulse,Pierces,Sex,Sport,Tattoo,Facebook
S11,S,11,1,70,150,No,r,1,2,0,No,3,4,Academy,72,0,M,NA,NA,NA
S11,S,11,1,68,152,No,l,1,1,12,No,4,3.7,Olympic,81,0,M,NA,NA,NA
S11,S,11,1,63,140,No,r,1,1,6,No,4,2.5,Olympic,70,4,F,NA,NA,NA
S11,S,11,1,69,160,No,l,1,1,7,No,9,3.44,Olympic,80,0,M,NA,NA,NA
S11,S,11,1,68,130,No,r,2,1,4,No,4,3.3,Olympic,54,3,F,NA,NA,NA
S11,S,11,1,64,150,No,r,1,1,5,No,8,3.3,Olympic,64,4,F,NA,NA,NA
S11,S,11,1,70,150,No,r,4,4,20,No,3,3,Olympic,92,3,F,NA,NA,NA
S11,S,11,1,68,160,No,r,1,2,9,No,4,2.7,Olympic,62,0,M,NA,NA,NA
S11,S,11,1,76,206,No,r,3,1,10,No,5,3.45,Nobel,NA,0,M,NA,NA,NA
S11,S,11,1,65,135,No,r,2,1,14,No,6,2.5,Nobel,81,5,F,NA,NA,NA
S11,S,11,1,65,130,No,r,1,1,6,No,3,3.75,Olympic,66,2,F,NA,NA,NA
S11,S,11,2,66,130,No,r,1,1,3,Yes,1,3.83,Nobel,60,2,F,NA,NA,NA
S11,S,11,2,68,154,Occasionally,l,1,2,6,No,2,3.8,Nobel,58,0,M,NA,NA,NA
S11,S,11,1,67,140,No,l,1,1,8,No,10,3.1,Olympic,64,0,M,NA,NA,NA
S11,S,11,2,61,105,No,l,1,2,5,No,5,3.3,Nobel,67,2,F,NA,NA,NA
S11,S,11,1,74,170,No,r,1,2,10,No,5,2.75,Olympic,66,0,M,NA,NA,NA
S11,S,11,2,66,135,No,r,2,2,5,No,10,3.6,Olympic,87,2,F,NA,NA,NA
S11,S,11,1,72,180,Occasionally,r,3,4,NA,NA,4,2.66,Nobel,120,0,M,NA,NA,NA
S11,S,11,1,73,196,No,r,2,3,15,No,20,1.5,Olympic,63,0,M,NA,NA,NA
S11,S,11,1,62,135,No,r,2,1,0.5,No,NA,3.33,NA,80,2,F,NA,NA,NA
S11,S,11,2,76,175,No,r,3,3,10,No,2,NA,Nobel,74,0,M,NA,NA,NA
S11,S,11,1,74,225,No,r,1,2,14,No,7,2.25,Nobel,NA,0,M,NA,NA,NA
S11,S,11,4,69,140,No,r,0,NA,10,Yes,2,NA,Academy,NA,2,F,NA,NA,NA
S11,S,11,1,64,115,Occasionally,r,1,1,4,No,3,3.35,Nobel,60,4,F,NA,NA,NA
S11,S,11,2,63,100,No,r,3,2,3,No,2,3.9,Nobel,52,2,F,NA,NA,NA
S11,S,11,2,66,143,No,r,4,5,11,No,5,3.6,Olympic,85,0,F,NA,NA,NA
S11,S,11,2,60,125,No,r,2,2,6,Planning,10,3.25,Nobel,90,10,F,NA,NA,NA
S11,S,11,3,70,145,No,r,2,1,8,No,4,3.44,Olympic,72,0,M,NA,NA,NA
S11,S,11,1,76,220,No,r,1,1,2.5,No,2,NA,Academy,70,0,M,NA,NA,NA
S11,S,11,2,66,140,No,r,2,3,3,No,2,2.3,Nobel,89,2,F,NA,NA,NA
S11,S,11,2,70,153,Occasionally,r,4,4,5,No,16,3.5,Nobel,72,0,M,NA,NA,NA
S11,S,11,1,78,230,No,l,0,1,24,No,4,3.58,Olympic,44,0,M,NA,NA,NA
S11,S,11,2,68,174,No,r,1,1,6,No,12,3,Nobel,90,0,M,NA,NA,NA
S11,S,11,2,64,138,No,r,2,1,3,No,4,3.64,Nobel,87,4,F,NA,NA,NA
S11,S,11,2,76,185,No,r,3,4,2,No,3,2.94,Nobel,84,0,M,NA,NA,NA
S11,S,11,1,66,135,No,r,2,1,3,No,1,3.5,Academy,64,6,F,NA,NA,NA
S11,S,11,2,66,120,No,r,1,1,1,No,20,3.57,Nobel,69,2,F,NA,NA,NA
S11,S,11,1,64,125,No,r,1,1,4,No,5,3.4,Olympic,66,2,F,NA,NA,NA
S11,S,11,2,63,128,No,r,4,2,2,No,10,3.2,Olympic,70,4,F,NA,NA,NA
S11,S,11,2,65,130,No,r,1,1,4,No,7,3.5,Nobel,81,4,F,NA,NA,NA
S11,S,11,2,64,135,No,l,1,2,2,No,3,3.75,Nobel,65,5,F,NA,NA,NA
S11,S,11,2,67,182,No,r,2,1,14,No,7,3.5,Olympic,62,0,M,NA,NA,NA
S11,S,11,3,70,176,No,r,1,1,13,No,2,2.5,Olympic,54,2,M,NA,NA,NA
S11,S,11,1,67,165,No,r,7,2,5,No,2,3.1,Nobel,71,0,M,NA,NA,NA
S11,S,11,1,69,NA,No,r,1,2,6,No,5,3,Olympic,NA,2,F,NA,NA,NA
S11,S,11,1,67,155,No,r,3,2,8,No,6,3.3,Olympic,70,0,M,NA,NA,NA
S11,S,11,1,60,135,No,r,2,1,10,No,5,3.4,Olympic,83,2,F,NA,NA,NA
S11,S,11,2,75,150,No,r,3,2,NA,No,24,2.5,Academy,70,0,M,NA,NA,NA
S11,S,11,2,70,164,No,r,0,1,12,No,8,3.43,Olympic,65,2,F,NA,NA,NA
S11,S,11,3,65,145,No,r,2,2,6,No,2,3.5,Nobel,NA,3,F,NA,NA,NA
S11,S,11,2,75,148,No,l,3,3,2,No,4,3.86,Nobel,88,0,M,NA,NA,NA
S11,S,11,1,72,140,No,r,2,1,16,Yes,0,3.8,Olympic,60,7,F,NA,NA,NA
S11,S,11,2,63,110,No,r,1,1,9,No,10,3.04,Nobel,72,5,F,NA,NA,NA
S11,S,11,2,65,144,No,r,0,1,4,No,3,3.83,Nobel,80,2,F,NA,NA,NA
S11,S,11,1,67,168,No,r,2,2,10,No,5,3.55,Olympic,56,0,M,NA,NA,NA
S11,S,11,1,60,120,No,l,1,1,7,No,3,3.5,Academy,104,4,F,NA,NA,NA
S11,S,11,2,69,160,No,r,4,4,10,No,4,2.9,Nobel,88,2,F,NA,NA,NA
S11,S,11,2,67,135,No,r,2,2,20,No,4,3.75,Olympic,90,11,F,NA,NA,NA
S11,S,11,1,72,160,No,r,2,2,6,No,2,3.56,Nobel,76,0,M,NA,NA,NA
S11,S,11,2,62,105,No,r,2,2,5,No,5,3.7,Olympic,84,5,F,NA,NA,NA
S11,S,11,1,71,210,No,r,3,1,10,No,10,2.92,Nobel,56,0,M,NA,NA,NA
S11,S,11,2,62,110,Regular,r,1,2,7,Yes,4,3.2,Nobel,72,3,F,NA,NA,NA
S11,S,11,1,64,145,No,r,3,1,6,Planning,2,2.2,Olympic,80,3,F,NA,NA,NA
S11,S,11,2,71,204,Occasionally,r,2,2,7,No,28,2.6,Olympic,74,0,M,NA,NA,NA
S11,S,11,1,68,155,No,r,2,2,7,No,4,4,Olympic,64,0,F,NA,NA,NA
S11,S,11,2,65,120,No,r,1,2,3,No,3,3.58,Nobel,64,2,F,NA,NA,NA
S11,S,11,1,62,105,No,r,2,1,25,No,2,3,Nobel,60,2,F,NA,NA,NA
S11,S,11,1,69,149,No,r,1,2,16,No,2,3.8,Olympic,72,2,F,NA,NA,NA
S11,S,11,2,63,120,No,r,0,1,7,Planning,15,3.77,Olympic,72,8,F,NA,NA,NA
S11,S,11,1,69,190,Regular,r,3,3,14,No,20,2.8,Olympic,52,2,M,NA,NA,NA
S11,S,11,1,68,140,No,r,4,3,4,Planning,4,3.28,Academy,80,3,F,NA,NA,NA
S11,S,11,1,69,200,No,r,0,1,6,No,8,3,Olympic,60,0,M,NA,NA,NA
S11,S,11,2,72,168,No,r,2,3,10,No,0,3.61,Nobel,52,0,M,NA,NA,NA
S11,S,11,2,70,165,Occasionally,r,0,1,10,No,NA,2.9,Nobel,76,NA,M,NA,NA,NA
S11,S,11,1,68,195,Regular,r,2,2,12,No,20,2.3,Olympic,64,2,M,NA,NA,NA
S11,S,11,1,77,206,No,r,2,1,16,No,8,2.83,Nobel,64,0,M,NA,NA,NA
S11,S,11,1,65,113,No,r,2,1,5,No,0,3.69,Nobel,68,2,F,NA,NA,NA
S11,S,11,1,65,120,No,r,1,1,3,No,2,3.25,Olympic,68,0,F,NA,NA,NA
S11,S,11,4,62,116,No,r,1,1,3,No,8,3.58,Nobel,92,6,F,NA,NA,NA
S11,S,11,1,63,135,No,r,3,1,7,No,2,2.8,NA,NA,NA,F,NA,NA,NA
S11,S,11,1,60,138,No,r,1,1,2,Planning,2,3,Nobel,68,4,F,NA,NA,NA
S11,S,11,2,69,154,No,r,2,3,0,No,5,2.86,Nobel,64,0,M,NA,NA,NA
S11,S,11,3,69,144,No,r,2,1,10,No,0,3.3,Olympic,88,2,F,NA,NA,NA
S11,S,11,1,68,150,No,r,1,1,14,No,10,2.86,Olympic,NA,0,M,NA,NA,NA
S11,S,11,1,74,190,No,r,2,1,15,No,21,3.05,Olympic,48,0,M,NA,NA,NA
S11,S,11,4,70,143,No,r,2,2,5,No,10,3.84,Academy,80,0,M,NA,NA,NA
S11,S,11,1,NA,115,No,r,2,3,7,Planning,5,3,Nobel,80,2,F,NA,NA,NA
S11,S,11,1,63,115,No,r,1,1,5,No,5,3,Academy,84,2,F,NA,NA,NA
S11,S,11,2,70,155,No,r,2,3,7,Planning,10,3,Olympic,64,0,M,NA,NA,NA
S11,S,11,1,68,130,No,r,2,2,5,No,1,3.1,Olympic,60,3,F,NA,NA,NA
S11,S,11,2,72,180,Regular,l,2,1,10,Planning,7,3,Olympic,60,0,M,NA,NA,NA
S11,S,11,2,72,NA,No,r,2,3,6,Planning,5,2.25,Nobel,80,1,M,NA,NA,NA
S11,S,11,1,72,230,Occasionally,r,2,3,7,No,7,2.75,Olympic,80,0,M,NA,NA,NA
S11,S,11,1,68,130,No,r,2,3,5,No,0,4,Olympic,72,2,F,NA,NA,NA
S11,S,11,2,69,150,Occasionally,r,1,2,1,No,4,3.5,Nobel,96,0,M,NA,NA,NA
S11,S,11,1,63,135,No,r,3,1,7,No,2,2.8,Olympic,48,3,F,NA,NA,NA
S11,S,11,2,72,173,Regular,r,2,1,9,Planning,2,3.33,Olympic,64,0,M,NA,NA,NA
S11,S,11,3,69,166,No,r,3,2,8,No,2,3.3,NA,80,1,M,NA,NA,NA
S11,S,11,2,71,165,Regular,r,0,1,5,No,14,3.4,Academy,NA,0,M,NA,NA,NA
S11,S,11,2,65,130,Regular,r,3,3,5,No,2,2.2,NA,84,6,F,NA,NA,NA
S11,S,11,2,66,146,No,r,1,2,4,No,1,3.6,Nobel,84,7,F,NA,NA,NA
S11,S,11,1,70,160,No,l,1,1,10,No,2,NA,Olympic,60,0,M,NA,NA,NA
S11,S,11,3,65,145,No,r,2,1,11,Yes,3,3.4,Olympic,52,5,F,NA,NA,NA
S11,S,11,1,65,150,No,r,6,4,10,No,4,3.75,Nobel,64,4,F,NA,NA,NA
S11,S,11,2,64,127,No,r,2,2,8,No,3,3.2,Nobel,41,2,F,NA,NA,NA
S11,S,11,1,64,120,No,r,1,2,14,No,2,3,Olympic,54,5,F,NA,NA,NA
S11,S,11,1,72,200,Occasionally,r,3,3,7,No,10,2.9,Olympic,49,0,M,NA,NA,NA
S11,S,11,3,69,NA,No,r,2,1,5,No,1,3.5,Nobel,68,8,F,NA,NA,NA
S11,S,11,2,65,125,No,l,0,1,5,Planning,2,3,Academy,60,2,F,NA,NA,NA
S11,S,11,2,66,130,Regular,r,1,1,4,Yes,2,3.6,Academy,72,3,F,NA,NA,NA
S11,S,11,4,74,152,No,r,2,2,2,No,10,3.1,Nobel,72,0,M,NA,NA,NA
S11,S,11,3,65,135,No,r,1,1,5,No,0,3.69,Nobel,70,4,NA,NA,NA,NA
S11,S,11,1,68,155,No,r,1,1,1,No,4,3.42,Nobel,70,0,M,NA,NA,NA
S11,S,11,1,69,174,No,r,2,2,4,No,14,2.7,Olympic,78,2,M,NA,NA,NA
S11,S,11,4,73,170,Occasionally,r,2,2,3,Yes,14,3.1,Academy,72,0,M,NA,NA,NA
S11,S,11,1,68,165,No,r,1,1,8,No,3,3.69,Nobel,48,2,F,NA,NA,NA
S11,S,11,1,70,145,No,r,1,2,4,No,5,NA,Nobel,68,2,F,NA,NA,NA
S11,S,11,3,NA,NA,No,r,0,1,2,No,10,NA,Nobel,NA,3,F,NA,NA,NA
S11,S,11,2,67,130,No,r,4,5,5,No,2,3.6,Nobel,67,2,F,NA,NA,NA
S11,S,11,1,68,142,No,r,1,2,10,Planning,6,3.38,Nobel,67,3,F,NA,NA,NA
S11,S,11,4,62,126,No,r,3,4,8,No,12,3.2,Nobel,46,6,F,NA,NA,NA
S11,S,11,2,66,135,No,l,1,2,6,No,2,3.68,Nobel,68,3,F,NA,NA,NA
S11,S,11,2,69,152,No,r,1,1,15,No,0,3.86,Nobel,67,2,F,NA,NA,NA
S11,S,11,2,72,170,No,r,1,2,12,No,2,2.5,Nobel,70,0,M,NA,NA,NA
S11,S,11,2,71,175,No,r,2,2,14,No,14,3.5,Olympic,72,0,M,NA,NA,NA
S11,S,11,1,67,114,No,r,2,3,6,No,4,3.48,Nobel,99,6,F,NA,NA,NA
S11,S,11,3,62,96,No,r,3,1,0,No,1,2.9,Nobel,87,2,F,NA,NA,NA
S11,S,11,1,65,120,No,r,2,2,20,No,8,3.1,Olympic,NA,2,F,NA,NA,NA
S11,S,11,2,NA,165,Occasionally,l,2,2,1,No,2,2.8,Nobel,NA,NA,M,NA,NA,NA
S11,S,11,2,65,140,No,l,2,1,12,Yes,3,3.35,Olympic,66,5,F,NA,NA,NA
S11,S,11,2,71,140,No,l,0,1,4,No,0,NA,Nobel,65,0,M,NA,NA,NA
S11,S,11,1,69,200,No,l,2,3,10,No,1,3.59,Nobel,66,2,F,NA,NA,NA
S11,S,11,1,70,155,No,r,3,1,10,No,5,3.78,Olympic,56,0,M,NA,NA,NA
S11,S,11,1,71,144,No,r,1,2,13,No,1,3.6,Academy,84,0,M,NA,NA,NA
S11,S,11,1,69,125,No,r,2,3,10,Planning,0,NA,Olympic,NA,NA,F,NA,NA,NA
F11,F,11,2,74,160,No,r,0,1,20,No,1,3.7,Olympic,62,0,M,NA,NA,NA
F11,F,11,2,67,125,Occasionally,r,1,2,6,No,3,NA,Nobel,45,3,F,NA,NA,NA
F11,F,11,2,63,115,No,r,1,2,4,No,2,3.34,Nobel,70,4,F,NA,NA,NA
F11,F,11,1,64,145,No,r,1,1,3,No,3,NA,Academy,NA,5,F,NA,NA,NA
F11,F,11,3,64,NA,No,r,1,2,5,No,7,3.3,Academy,60,4,F,NA,NA,NA
F11,F,11,2,65,150,No,r,1,1,10,No,2,3.3,Olympic,80,4,F,NA,NA,NA
F11,F,11,2,65,200,No,r,2,2,15,No,3,3.2,Nobel,80,2,F,NA,NA,NA
F11,F,11,2,74,165,No,r,2,2,7,No,10,3.66,Nobel,64,0,M,NA,NA,NA
F11,F,11,2,61,110,No,l,1,2,2,No,3,3.7,Nobel,100,3,F,NA,NA,NA
F11,F,11,1,62,117,No,r,1,2,5,No,0,NA,Nobel,68,3,F,NA,NA,NA
F11,F,11,1,66,125,No,r,1,2,3,No,10,NA,Academy,82,2,F,NA,NA,NA
F11,F,11,1,NA,160,No,r,2,2,7,No,3,NA,Nobel,78,2,F,NA,NA,NA
F11,F,11,2,68,138,No,r,2,3,14,No,2,3.81,Olympic,63,3,F,NA,NA,NA
F11,F,11,2,71,158,No,r,1,1,14,No,2,3.71,Nobel,58,0,M,NA,NA,NA
F11,F,11,1,69,185,No,r,1,1,2,No,6,NA,Nobel,83,2,F,NA,NA,NA
F11,F,11,1,63,125,No,r,2,2,10,No,3,NA,Nobel,70,8,F,NA,NA,NA
F11,F,11,2,66,148,No,r,3,4,5,No,3,3.82,Olympic,82,5,F,NA,NA,NA
F11,F,11,2,64,123,No,r,1,2,7,No,5,2.8,Olympic,78,0,F,NA,NA,NA
F11,F,11,3,60,130,No,r,0,NA,10,No,21,2.9,Olympic,76,4,F,NA,NA,NA
F11,F,11,2,62,120,No,r,0,1,6,No,6,3.8,Nobel,90,0,F,NA,NA,NA
F11,F,11,2,71,160,No,r,1,1,16,No,4,2.8,Nobel,81,0,M,NA,NA,NA
F11,F,11,1,75,204,No,r,2,1,35,No,4,NA,Olympic,63,0,M,NA,NA,NA
F11,F,11,2,60,217,No,r,1,2,NA,No,NA,3,Nobel,65,2,F,NA,NA,NA
F11,F,11,1,74,235,Occasionally,r,2,3,35,No,5,NA,Nobel,62,0,M,NA,NA,NA
F11,F,11,2,73,190,No,r,2,3,28,No,12,3.28,Olympic,92,0,M,NA,NA,NA
F11,F,11,2,66,100,No,r,0,1,2,No,0,3.3,Academy,80,0,F,NA,NA,NA
F11,F,11,2,60,217,No,r,1,2,NA,No,NA,3,Nobel,65,2,F,NA,NA,NA
F11,F,11,2,66,150,No,r,1,1,13,No,2,3.25,Olympic,66,2,F,NA,NA,NA
F11,F,11,3,62,130,Occasionally,r,1,1,5,Yes,2,NA,Nobel,76,2,F,NA,NA,NA
F11,F,11,3,66,130,No,r,1,1,4,No,0,3.8,Nobel,60,4,F,NA,NA,NA
F11,F,11,3,69,150,No,r,0,1,5,No,4,3,Olympic,71,2,F,NA,NA,NA
F11,F,11,1,64,130,No,r,1,2,12,No,5,NA,Olympic,62,0,F,NA,NA,NA
F11,F,11,2,64,113,No,r,1,1,4,Planning,3,3.1,Academy,88,2,F,NA,NA,NA
F11,F,11,2,67,127,No,r,1,2,8,No,3,3.6,Nobel,67,2,F,NA,NA,NA
F11,F,11,1,65,120,No,r,1,2,7,No,9,NA,Nobel,77,2,F,NA,NA,NA
F11,F,11,3,72,190,Occasionally,r,2,1,5,No,2,3,Nobel,56,0,M,NA,NA,NA
F11,F,11,1,NA,130,Occasionally,r,2,2,8,No,4,NA,Academy,93,2,M,NA,NA,NA
F11,F,11,4,62,125,No,r,1,2,12,No,4,3.73,Nobel,67,5,F,NA,NA,NA
F11,F,11,2,68,120,No,r,1,1,5,No,2,3.9,Olympic,81,2,F,NA,NA,NA
F11,F,11,1,64,115,No,r,1,2,5,No,10,NA,Academy,76,5,F,NA,NA,NA
F11,F,11,3,67,160,No,r,1,1,20,No,10,3.5,Olympic,65,7,F,NA,NA,NA
F11,F,11,3,66,150,No,r,2,1,7,No,8,3.3,Olympic,66,4,F,NA,NA,NA
F11,F,11,3,59,NA,No,r,10,6,5,No,5,NA,Nobel,83,8,F,NA,NA,NA
F11,F,11,1,69,135,No,r,1,2,12,No,10,NA,Academy,88,2,F,NA,NA,NA
F11,F,11,2,63,115,No,r,1,1,10,No,8,3,Olympic,71,2,F,NA,NA,NA
F11,F,11,2,64,140,No,r,1,1,10,No,1,3.22,Olympic,69,4,F,NA,NA,NA
F11,F,11,3,70,145,No,r,2,2,12,Yes,4,3.12,Academy,74,3,F,NA,NA,NA
F11,F,11,3,70,165,No,r,2,2,5,Yes,8,3.3,Olympic,74,2,F,NA,NA,NA
F11,F,11,2,65,170,No,r,2,3,6,No,2,2.97,Olympic,72,2,F,NA,NA,NA
F11,F,11,3,70,150,No,r,2,2,2,No,0,3.84,Nobel,84,0,M,NA,NA,NA
F11,F,11,3,70,120,No,r,1,2,3,No,0,3.8,Nobel,52,2,F,NA,NA,NA
F11,F,11,3,66,135,No,r,2,2,7,No,7,3.6,Olympic,90,2,F,NA,NA,NA
F11,F,11,1,66,160,Occasionally,r,4,4,12,No,5,NA,Nobel,83,0,M,NA,NA,NA
F11,F,11,4,70,160,Occasionally,r,2,1,12,No,0,3.5,Nobel,49,0,NA,NA,NA,NA
F11,F,11,3,66,NA,Occasionally,r,1,1,4,Yes,4,2.7,Academy,60,3,F,NA,NA,NA
F11,F,11,4,70,175,No,l,4,3,5,No,5,3,Nobel,82,0,M,NA,NA,NA
F11,F,11,4,63,120,No,r,2,1,20,Yes,3,3.2,Olympic,60,9,F,NA,NA,NA
F11,F,11,2,NA,127,No,r,1,1,4,No,8,NA,Nobel,92,3,F,NA,NA,NA
F11,F,11,4,64,135,NA,r,0,NA,10,No,8,3.5,Olympic,55,2,F,NA,NA,NA
F11,F,11,2,65,115,No,r,2,1,15,No,1,NA,Olympic,54,4,F,NA,NA,NA
F11,F,11,2,64,115,No,r,4,1,15,No,3,3.5,Olympic,56,3,F,NA,NA,NA
F11,F,11,2,74,178,No,r,1,1,12,No,12,2.57,Olympic,60,0,M,NA,NA,NA
F11,F,11,2,72,250,Occasionally,l,3,3,8,No,NA,2.3,Nobel,66,0,M,NA,NA,NA
F11,F,11,1,60,115,No,r,2,1,2,No,2,2.88,Nobel,74,5,F,NA,NA,NA
F11,F,11,2,72,170,No,r,2,2,10,No,4,3,NA,60,0,M,NA,NA,NA
F11,F,11,1,65,120,No,r,1,2,5,No,3,NA,Nobel,66,4,F,NA,NA,NA
F11,F,11,1,68,125,No,r,1,1,14,No,4,NA,Olympic,66,0,F,NA,NA,NA
F11,F,11,2,67,NA,No,r,2,2,2,No,3,3.6,Nobel,82,2,F,NA,NA,NA
F11,F,11,2,61,101,No,l,0,NA,NA,No,4,3.5,Nobel,80,2,F,NA,NA,NA
F11,F,11,2,70,163,No,r,1,1,12,No,4,3.1,Olympic,66,2,F,NA,NA,NA
F11,F,11,2,65,130,No,r,1,1,2,No,2,3.3,Nobel,68,5,F,NA,NA,NA
F11,F,11,2,67,138,No,r,2,1,13,Planning,4,3.35,Olympic,68,2,F,NA,NA,NA
F11,F,11,2,68,125,No,r,1,1,7,No,8,3.3,Olympic,76,2,F,NA,NA,NA
F11,F,11,1,59,NA,No,r,2,2,3,No,3,NA,Olympic,64,2,F,NA,NA,NA
F11,F,11,2,69,150,No,r,1,2,5,No,5,2.8,Nobel,50,0,M,NA,NA,NA
F11,F,11,2,68,155,Occasionally,r,2,3,8,No,3,3,Olympic,56,6,F,NA,NA,NA
F11,F,11,3,72,145,Occasionally,r,1,2,6,Yes,2,2.72,Olympic,70,0,M,NA,NA,NA
F11,F,11,3,64,130,No,r,2,3,14,No,2,3.74,Olympic,62,1,M,NA,NA,NA
F11,F,11,2,67,150,No,r,1,2,10,No,5,2.6,Nobel,66,0,NA,NA,NA,NA
F11,F,11,1,71,154,Occasionally,l,2,3,3,NA,2,NA,Nobel,70,0,M,NA,NA,NA
F11,F,11,3,72,190,No,l,3,3,7,No,1,3.4,Nobel,66,0,M,NA,NA,NA
F11,F,11,2,72,230,No,r,2,3,8,No,8,NA,Academy,76,0,M,NA,NA,NA
F11,F,11,4,71,175,No,r,2,1,20,No,0,3.4,Olympic,50,0,M,NA,NA,NA
F11,F,11,1,68,130,No,r,1,2,9,Planning,2,NA,Olympic,74,4,F,NA,NA,NA
F11,F,11,2,70,150,Occasionally,l,1,1,5,No,4,2.4,Nobel,70,1,M,NA,NA,NA
F11,F,11,2,67,147,No,l,2,3,11,No,1,3.7,Olympic,56,2,F,NA,NA,NA
F11,F,11,1,72,146,No,r,0,1,14,No,1,NA,Olympic,56,0,M,NA,NA,NA
F11,F,11,2,70,155,No,r,3,2,15,No,16,3.25,Olympic,58,0,M,NA,NA,NA
F11,F,11,2,68,135,No,r,3,1,NA,No,NA,NA,Olympic,60,2,F,NA,NA,NA
F11,F,11,2,66,150,No,r,2,1,20,No,5,3,Olympic,58,4,F,NA,NA,NA
F11,F,11,1,72,152,No,r,2,2,5,No,8,NA,Olympic,62,1,M,NA,NA,NA
F11,F,11,2,68,150,No,l,2,2,6,No,8,3.1,Olympic,82,2,F,NA,NA,NA
F11,F,11,1,66,140,No,r,2,2,8,No,6,NA,Academy,64,2,F,NA,NA,NA
F11,F,11,2,72,185,Regular,l,1,2,10,No,0,2,Nobel,106,0,M,NA,NA,NA
F11,F,11,2,63,151,No,r,3,4,2,No,10,3.3,Nobel,58,6,F,NA,NA,NA
F11,F,11,2,75,190,Occasionally,r,2,3,10,No,15,3.23,Academy,48,0,M,NA,NA,NA
F11,F,11,2,70,180,No,r,2,3,7,No,10,3.25,Olympic,56,NA,M,NA,NA,NA
F11,F,11,2,72,160,No,l,0,1,15,No,4,2.7,Olympic,56,0,M,NA,NA,NA
F11,F,11,2,59,145,No,r,3,2,3,Planning,4,3,Academy,88,4,F,NA,NA,NA
F11,F,11,2,70,190,Occasionally,r,2,1,9,No,6,2.1,Nobel,60,0,M,NA,NA,NA
F11,F,11,1,69,155,No,r,2,2,NA,No,NA,NA,Nobel,74,0,M,NA,NA,NA
F11,F,11,4,66,132,No,r,0,1,18,No,12,3.4,Olympic,58,6,F,NA,NA,NA
F11,F,11,2,70,170,No,r,2,1,7,No,4,2.8,Nobel,98,0,M,NA,NA,NA
F11,F,11,1,75,190,No,r,2,2,12,No,10,NA,Olympic,76,0,M,NA,NA,NA
F11,F,11,3,67,NA,No,r,2,3,14,No,7,3.19,Olympic,60,0,M,NA,NA,NA
F11,F,11,2,63,NA,No,r,1,NA,24,No,3,NA,Olympic,82,0,F,NA,NA,NA
F11,F,11,1,68,140,No,r,2,2,5,No,0,NA,Olympic,54,2,F,NA,NA,NA
F11,F,11,2,67,160,No,r,1,2,10,Planning,2,2.8,Olympic,60,5,F,NA,NA,NA
F11,F,11,1,61,115,Occasionally,r,1,1,5,No,1,NA,Nobel,52,2,F,NA,NA,NA
F11,F,11,2,58,170,No,r,1,2,4,Planning,10,2.89,Nobel,91,7,F,NA,NA,NA
F11,F,11,1,68,120,No,r,1,2,NA,No,NA,NA,Nobel,100,2,F,NA,NA,NA
F11,F,11,4,62,127,Occasionally,r,3,3,6,Yes,10,3.25,Nobel,48,6,F,NA,NA,NA
F11,F,11,2,66,165,No,r,3,1,4,No,1,3.5,Olympic,80,4,F,NA,NA,NA
F11,F,11,3,67,125,No,r,2,2,5,Yes,2,NA,Nobel,78,2,F,NA,NA,NA
F11,F,11,3,72,158,No,r,2,3,15,No,20,3.4,Olympic,70,0,M,NA,NA,NA
F11,F,11,1,69,170,No,r,1,2,7,No,3,NA,Nobel,73,0,M,NA,NA,NA
F11,F,11,2,74,185,Regular,r,3,4,15,No,0,3.25,Nobel,74,0,M,NA,NA,NA
F11,F,11,4,68,175,Occasionally,r,2,3,7,No,4,3.56,Academy,70,0,M,NA,NA,NA
F11,F,11,3,70,220,No,r,2,3,5,Yes,4,2.7,Nobel,67,0,M,NA,NA,NA
F11,F,11,4,79,220,No,r,1,1,15,No,10,3,Olympic,74,0,M,NA,NA,NA
F11,F,11,4,63,115,No,r,3,4,12,No,2,3.4,Olympic,77,2,F,NA,NA,NA
F11,F,11,2,68,170,No,l,2,1,10,No,5,3.4,Olympic,68,0,M,NA,NA,NA
F11,F,11,4,74,200,Occasionally,r,3,4,4,No,2,2.8,Nobel,70,0,M,NA,NA,NA
F11,F,11,2,67,135,No,r,4,2,6,No,6,3.68,Nobel,128,2,F,NA,NA,NA
F11,F,11,1,66,120,No,r,2,2,10,No,3,NA,Nobel,93,4,F,NA,NA,NA
F11,F,11,2,61,119,No,r,0,1,12,Planning,5,3.3,Olympic,65,3,F,NA,NA,NA
F11,F,11,3,66,150,No,r,1,2,NA,No,NA,3.41,Nobel,78,9,F,NA,NA,NA
F11,F,11,3,66,NA,No,r,4,2,6,No,5,3,Nobel,70,6,F,NA,NA,NA
F11,F,11,4,63,117,No,r,4,5,6,No,4,3.5,Olympic,73,2,F,NA,NA,NA
F11,F,11,2,70,165,No,r,1,2,16,No,4,3.61,Nobel,62,0,M,NA,NA,NA
F11,F,11,1,71,155,No,r,1,1,17,No,10,NA,Nobel,71,0,M,NA,NA,NA
F11,F,11,3,74,170,No,r,2,2,20,No,1,3.74,Olympic,52,0,M,NA,NA,NA
F11,F,11,1,61,105,No,r,3,1,6,No,2,NA,Nobel,62,3,F,NA,NA,NA
F11,F,11,2,64,110,No,r,2,1,10,No,4,3.52,Academy,83,3,F,NA,NA,NA
